歌曲,歌手,連結,作詞,作曲,編曲,製作,歌詞全文,cluster_name,emo_joy,emo_sad,emo_calm,emo_angry,emo_fear_anxiety,emo_disgust,cluster
小幸運,田馥甄,https://www.kkbox.com/tw/tc/song/WsHf0h5WZsiE9Q7nfT,徐世珍、吳輝福,JerryC,JerryC,陳建騏,"我聽見雨滴落在青青草地
我聽見遠方下課鐘聲響起
可是我沒有聽見你的聲音
認真 呼喚我姓名

愛上你的時候還不懂感情
離別了才覺得刻骨 銘心
為什麼沒有發現遇見了你
是生命最好的事情

也許當時忙著微笑和哭泣
忙著追逐天空中的流星
人理所當然的忘記
是誰風裏雨裏一直默默守護在原地

原來你是我最想留住的幸運
原來我們和愛情曾經靠得那麼近
那為我對抗世界的決定
那陪我淋的雨
一幕幕都是你 一塵不染的真心

與你相遇 好幸運
可我已失去為你淚流滿面的權利
但願在我看不到的天際
你張開了雙翼
遇見你的註定
她會有多幸運


青春是段跌跌撞撞的旅行
擁有著後知後覺的美麗
來不及感謝是你給我勇氣
讓我能做回我自己

也許當時忙著微笑和哭泣
忙著追逐天空中的流星
人理所當然的忘記
是誰風裏雨裏一直默默守護在原地

原來你是我最想留住的幸運
原來我們和愛情曾經靠得那麼近
那為我對抗世界的決定
那陪我淋的雨
一幕幕都是你 一塵不染的真心

與你相遇 好幸運
可我已失去為你淚流滿面的權利
但願在我看不到的天際
你張開了雙翼
遇見你的註定 
她會有多幸運",暖心抒情・流行情歌群,0.4425313,0.48535055,0.44629642,0.37597778,0.3787595,0.33183715,1
小咪,枯木逢春,,枯木逢春,枯木逢春,袁文睿,魯士郎,"你想要去遠方
背上空空的行囊
離別時的你卻假裝堅強
沒有人知道你去向
你總是刻意隱藏
你怕有些往事讓你感傷
你想要找到自己的生活
找到一個適合的
找到忘了他的時刻
所有的人都羨慕著
你的自由和灑脫
卻沒人看到你眼中隱藏的失落
你也會不捨
你也會難過
你只是想的太多
你習慣了漂泊
習慣了身邊的過客
你說這一生要浪漫的活
你說你有些累了
也許該靠岸了
那放不下的都成為過去了
所有的人都羨慕著你的自由和灑脫
卻沒人看到你眼中隱藏的失落
你也會不捨
你也會難過
你只是想的太多
所有的人都幻想著你的浪漫與曲折
你卻只是微笑著輕輕訴說
這一生所有的漂泊
這一生愛過的歌
和那成為了故事的我",正能量・勵志流行群,0.25343913,0.40086174,0.31171915,0.2691575,0.34150153,0.28688413,5
小城夏天,LBI利比,,陶舊,盛驍,WayMen歪門（作曲版）/KENNY妮妮,蔣雪兒 Snow.J,"橘黃色的日落 吞沒在海平線
夜色慢慢攤開 露出星光點點
我聽著耳機中Jay的音樂
從等你下課 到手寫的從前
冒泡汽水和你都是夏天感覺
著迷你眉間柔情似海的雙眼
心動像風來的不知不覺
此刻 世界聚焦你的出現
wo~~~  say   wo~~~
wo~~~  say   wo~~~
我在小城夏天陪你遇見浪漫
晚風吹過耳畔你顯得很好看
微醺的傍晚 時間過很慢
我在小城夏天遇見了另一半
這座城市有我的思念和喜歡
悶熱的季節 因你而夢幻
橘黃色的日落 吞沒在海平線
夜色慢慢攤開 露出星光點點
我聽著耳機中j a y的音樂
從等你下課 到手寫的從前
冒泡汽水和你都是夏天感覺
著迷你眉間柔情似海的雙眼
心動像風來的不知不覺
此刻 世界聚焦你的出現
wo~~~  say   wo~~~
wo~~~  say   wo~~~
我在小城夏天陪你遇見浪漫
晚風吹過耳畔你顯得很好看
微醺的傍晚 時間過很慢
我在小城夏天遇見了另一半
這座城市有我的思念和喜歡
悶熱的季節 因你而夢幻",能量爆發・搖滾帶感群,0.41325292,0.36962354,0.4413284,0.33918333,0.33564866,0.28069228,4
小美滿,周深,,李聰,彭飛,彭飛,彭飛,"沒什麼 大願望
沒有什麼事 要趕
看見路口紅燈 一直閃
它像 眨眼的小太陽
烏雲還 挺大膽
頂在頭上 吹不散
我抓在手裡 捏成棉花糖
什麼煩惱 不能忘
既然 是路一定有轉彎
哪個風景 都漂亮
揉揉疲憊的眼睛 停下來 看一看
美好簡單
你看
小狗在叫 樹葉會笑
風聲在呢喃
不如好好 欣賞一秒
迷迷糊糊的 浪漫
只要 一覺醒來 床單灑滿
陽光的 溫暖
不去想 不必想
不用急急忙忙 說一個 答案
笑一笑 就燦爛
唱一句歌 就舒展
收集一點一滴 小美滿
都是 幸福的花樣
沒道理 的開朗
打扮 平凡的日常
找到自己 最合身的衣裳
只要自己 夠喜歡
至少 還有溫柔的眼光
還在夜裡 看月亮
心情鋪得再滿 也要留一扇天窗
歲月很長
你看
小狗在叫 樹葉會笑
風聲在呢喃
不如好好 欣賞一秒
迷迷糊糊的浪漫
只要 一覺醒來 床單灑滿
陽光的溫暖
不去想 不必想
不用急急忙忙 說一個 答案
你願相信什麼
就把世界 看成什麼樣
偶爾難題 加點重量
越要 輕輕地旋轉
所以 無論如何
記得保管 小小的光環
笑就好 哭也好
今天 就是明天最好的 陪伴
笑就好 哭也好
自己 就是自己最好的 陪伴",能量爆發・搖滾帶感群,0.4850889,0.45677477,0.44207633,0.38932535,0.4068106,0.34334207,4
小時候的我們,周興哲,https://www.kkbox.com/tw/tc/song/5-psVgHei4L5pjEvNt,Eric周興哲 / 吳易緯,Eric周興哲,Freddy Haggstam,,在你遺忘的 小時候 我在等著 調色盤裝滿了 宇宙的顏色 單純狂熱 哭是直覺的 笑是發自真心的 喜歡就擁抱著 沒有複雜的 嫉妒猜測 這些年 遍體鱗傷 你 不想認輸了 委屈求全 妥協 不得不做的選擇 最後得到了什麼 從哪一天開始 不後悔 跟愛的人爭執 勢不兩立地對峙 這樣子 承諾還有誰堅持 願望 停止 開始 你追隨的 渴望的 握在手裡了 怎麼會 失去了 小時候的快樂 為什麼 你付出的 失去的 都成為你了 要永遠 相信著 小時候的我們 勇敢著 在你遺忘的 小時候 我在等著 調色盤裝滿了 宇宙的顏色 單純狂熱 哭是直覺的 笑是發自真心的 喜歡就擁抱著 沒有複雜的 嫉妒猜測 這些年 沒有黯淡 你 眼神的光澤 還有嚮往 就為自己任性地選擇 成為獨一無二的 還來得及開始 去追回 愛的人的消逝 哪怕變成最固執 這樣子 承諾值得更堅持 願望 重新 開始 你追隨的 渴望的 握在手裡了 怎麼會 失去了 小時候的快樂 為什麼 你付出的 失去的 都成為你了 要永遠 相信著 小時候的我們 勇敢著,暖心抒情・流行情歌群,0.37142438,0.53300655,0.3882763,0.42495808,0.39302856,0.4160502,1
小神仙,郭斯,,郭斯,郭斯,水寧,,"行過小周天 唸咒掐指決
貧道我本是 龍虎山
得了道的小神仙
-
推過九宮圖 演過離震乾
貧道我通曉 天文地理
上下這五千年
-
拜過三清祖 別過了龍虎山
小道我走南又闖北
修行在天地間
-
來到貴寶地 肚皮叫破天
小道我 在此卜卦算命
憑本事混口飯 勞煩
-
不論是問姻緣 還是來求官
小道我念咒 掐指一算
指點個一二三
-
不管你聽不聽 不管你信不信
你我二人 在此相遇
命中早註定
-
我是算命的小神仙
卜卦來換酒錢
-
算命的小神仙吶
行走在江湖間
-
算命的小神仙
我命他不由天
-
算命的小神仙吶
天人合一 形神相依 道法自然
-
-Music-
-
元神出了竅 七竅皆生煙
昨夜我夢裡 在閻羅殿
給閻王老爺 相過面
-
起身崑崙山 出門尋尋仙
小道我誓要 在凌霄殿
給太上老君 點根菸
-
道長且路遠 身上無盤纏
小道我只得在貴寶地
憑本事混口飯 勞煩
-
不論是問姻緣 還是來求官
小道我念咒 掐指一算
指點個一二三
-
不管你聽不聽 不管你信不信
你我二人 在此相遇
命中早註定
-
我是算命的小神仙
卜卦來換酒錢
-
算命的小神仙吶
行走在江湖間
-
算命的小神仙
我命他不由天
-
算命的小神仙吶
天靈靈 地靈靈
太上老君快顯靈
-
算命的小神仙
卜卦來換酒錢
-
算命的小神仙吶
行走在江湖間
-
算命的小神仙
我命他不由天
-
算命的小神仙吶
天人合一 形神相依 道法自然
-
請叫我 郭大仙兒",能量爆發・搖滾帶感群,0.30283958,0.4520198,0.35252702,0.4263085,0.412333,0.4014517,4
小缺點,陳芳語,https://www.kkbox.com/tw/tc/song/Dazig-JpK9m6GclEcq,余姿樂/劉宗霖/李宗翰/陳芳語/陶逸群,劉宗霖/梁永泰/陳芳語/陶逸群,,,就讓這瞬間 停在這空間 還是很喜歡你喜歡我的小缺點 我想全世界只有你的笑容最甜 凌晨的屋簷總會有你陪我失眠 把你傳來的訊息都複習一遍 腦中幻想我們約定好的一天 沒想到 會如此依賴著你的肩 沒想到吧 沒想到吧 所有夢想中的情節都浮現 沒有料到你會突然出現在我身邊 想你到日落 在我耳邊說 就讓這瞬間 停在這空間 還是很喜歡你喜歡我的小缺點 喜歡你喜歡我的缺點 如果有一天我們擁有整個世界 我也不會想改變現在任何一點 不用再去擔心自己被忽略 沒料到那些缺點對你來說都是優點 就讓這瞬間 停在這空間 還是很喜歡你喜歡我的小缺點 想你到日落 在我耳邊說 就讓這瞬間 停在這空間 還是很喜歡你喜歡我的小缺點 喜歡你喜歡我的缺點,心碎系・失戀情緒群,0.48734453,0.44228244,0.48877105,0.38734734,0.40202504,0.365877,2
小情歌,蘇打綠,https://www.kkbox.com/tw/tc/song/4qycBS58WUFov7srHL,吳青峰,吳青峰,蘇打綠,蘇打綠,"這是一首簡單的小情歌
唱著人們心腸的曲折
我想我很快樂 當有你的溫熱
腳邊的空氣轉了

這是一首簡單的小情歌
唱著我們心頭的白鴿
我想我很適合 當一個歌頌者
青春在風中飄著

你知道 就算大雨讓整座城市顛倒
我會給你懷抱
受不了 看見你背影來到
寫下我 度秒如年難捱的離騷

就算整個世界被寂寞綁票
我也不會奔跑
逃不了 最後誰也都蒼老
寫下我 時間和琴聲交錯的城堡

--------------------------------------------------------------------------------

這是一首簡單的小情歌
唱著我們心頭的白鴿
我想我很適合 當一個歌頌者
青春在風中飄著

你知道 就算大雨讓整座城市顛倒
我會給你懷抱
受不了 看見你背影來到
寫下我 度秒如年難捱的離騷

就算整個世界被寂寞綁票
我也不會奔跑
逃不了 最後誰也都蒼老
寫下我 時間和琴聲交錯的城堡

你知道 就算大雨讓整座城市顛倒
我會給你懷抱
受不了 看見你背影來到
寫下我 度秒如年難捱的離騷

就算整個世界被寂寞綁票
我也不會奔跑
最後誰也都蒼老
寫下我 時間和琴聲交錯的城堡",心碎系・失戀情緒群,0.4369322,0.43991268,0.4147023,0.39451277,0.3046221,0.32219204,2
小瓶子 (Message In A Bottle),林俊傑,https://www.kkbox.com/tw/tc/song/Om2NRqadTsIBdAv6qq,林俊傑/林怡鳳,林俊傑,,,手握著小瓶子 裝平凡的日子 生活的大小事 熟悉的過客 倒影中看彼此 各種喜怒哀樂 緊扣著手指 最初的掩飾 漂向遠方的影子 紛紛 折疊的沈默 層層 隱藏另一個我 說著 不完美的音色 穿過 一朵朵絢爛的漩渦 匆匆 風吹花開日落 時間啊 解開我的迷惑 許下的願望 在天邊海角鋪成了銀河 等著 流浪的你來牽住我的手 漂流的小瓶子 裝哭笑的樣子 瘋狂或是幼稚 憂傷或天真 思念也會帶刺 也會透出光澤 緊扣的手指 眼裡的誠實 倒映彼此的影子 最後的割捨 鎖進了盒子 寫下新的故事 紛紛 折疊的沈默 層層 隱藏另一個我 說著 不完美的音色 穿過 一朵朵絢爛的漩渦 匆匆 風吹花開日落 時間啊 解開我的迷惑 許下的願望 在天邊海角鋪成了銀河 等著 流浪的你緊緊牽住我的手,能量爆發・搖滾帶感群,0.40889886,0.4711508,0.39238894,0.41980305,0.4354623,0.3848612,4
小衚衕,鄭潤澤,,鄭潤澤,鄭潤澤,趙建飛,李淘 /趙建飛,"看著灰藍色的天
我明白
我的手不是來牽
那不屬於我的你
不應該再浮想聯翩
坐在床沿
猶豫幾遍
再回到那一條街
一直到
再沒有你的出現
不用我問太多
不必想理由
總不能就一直糾纏
可我就是痛
就算是在夢中
在你走過的 那一片小衚衕
我們因為什麼才妥協
充斥無盡多的疑點
如果可以 也不必回到從前
可我還是痛
特別是在夢中
在我走過的 不屬於我的時空
那些回憶猛然再浮現
看著曲折中的軸點
我想我們 不能再回到從前
再回到那一條街
一直到
再沒有你的出現
不用我問太多
不必想理由
總不能就一直糾纏
需要溫暖阻擋的季節
你僅僅只待了一遍
我不是不曉得
不是不明失得
可我就是痛
就算是在夢中
在你走過的 那一片小衚衕
我們因為什麼才妥協
充斥無盡多的疑點
如果可以 也不必回到從前
可我還是痛
特別是在夢中
在我走過的 不屬於我的時空
那些回憶猛然再浮現
看著曲折中的軸點
我想我們 不能再回到從前
我想我們 不能再回到從前",正能量・勵志流行群,0.24717085,0.47894502,0.37129417,0.36636013,0.39115283,0.37030083,5
小鎮姑娘,陶喆,,陶喆,陶喆,陶喆,陶喆/王治平/Joshua Lee,"還記得多年前跟你手牽手
你都害羞的不敢抬頭
只會傻傻的看著天上的星星
你就是那麼的純淨
知道你收到上榜的通知單
我的心裡就變得很亂
不知為你而高興還為自己憂愁
只好就放你走
不明白
不明白
為什麼我不能放得開
捨不得
這個愛
你是一生一世不會了解
我明白
我明白
在我心中你永遠存在
或許你會有一天懷念
可是我已不在
還記得一開始你不能適應
那個忙亂又吵的環境
一個小鎮的姑娘到了大城市
你一定聽過這故事
當你最寂寞的時刻我陪伴你
給你我的安慰和鼓勵
自己矛盾的私心讓我每天憂愁
只好就讓你走
不明白
不明白
為什麼我不能放得開
捨不得
這個愛
你是一生一世不會了解
我明白
我明白
在我心中你永遠存在
或許你會有一天懷念
可是我已不在
還記得一年前站在火車站
看著自己的悲劇演完
透過玻璃窗看見你的淚滿面
那車頭依然吐著煙
聽說現在的你成了大經理
前途好比閃亮的星星
我只希望這所有能夠讓你歡喜
我才能放心走
不明白
不明白
為什麼我不能放得開
捨不得
這個愛
你是一生一世不會了解
我明白
我明白
在我心中你永遠存在
或許你會有一天懷念
可是我已不在
或許你會有一天懷念
可是我已不在
或許你會有一天懷念
可是我已
我已不在",正能量・勵志流行群,0.35928518,0.504263,0.3741534,0.391743,0.40357336,0.39411327,5
山中客,花粥,,花粥,花粥,,姜北生@S.A.G,"你隨河流而來
路過我門前
衣衫浸滿鮮血
手握一柄長劍
我在山中久居
少遇見人煙
走獸飛禽不缺
不羨鴛鴦不羨仙
我未曾問你何時離
你不曾許我有歸期
彼時一別若幾千裡
此生難再相逢並肩立
你隨河流而來
路過我門前
衣衫浸滿鮮血
手握一柄長劍
我在山中久居
少遇見人煙
走獸飛禽不缺
不羨鴛鴦不羨仙
我未曾問你何時離
你不曾許我有歸期
彼時一別若幾千裡
此生難再相逢並肩立
我未曾問你何時離
你不曾許我有歸期
彼時一別若幾千裡
此生難再相逢並肩立
此生難再相逢並肩立",正能量・勵志流行群,0.28480202,0.3942022,0.3103407,0.41352615,0.33132225,0.38220993,5
山河圖,鳳凰傳奇,,寶石Gem,寶石Gem,王朝1982/Mai/Lennox子昂,（美）T A Shark&A Wright&王朝,"看這山   萬壑千巖  連一川又一川
讓這河   星奔川鶩  結一灣又一灣
譜這圖   鸞回鳳舞  重巒高不可攀
潑了墨   墨飽筆酣  潤我錦繡河山
任他八千里路雲和月 男子漢 都往前站
我們翻過那三山和五嶽 也依然要往前看
我們走遍了五湖四海  從來不言苦和難
不管披星戴月 大好河山  常與我作伴
到最高點 日喀則 矗立喜馬拉雅巔
到最東邊 下大雪 大雪飄在漠河邊
到最西邊 憶狼煙 風在喀什轉個圈
到最南邊  碧海天  龍騰出海浪滔天
揮毫提筆畫我山河
劍鋒千軔畫這巍峨
滔滔江水走筆龍蛇
我丹青不渝畫我中國
讓我心中裝秦漢  夢迴大唐畫牡丹
銀鉤鐵畫未抹淡  我勾勒出壯麗河山
峨眉山 崑崙山   英雄們論劍在華山
長白山 太行山   泰山端滄海任我觀
松花瀾滄珠江 哎！   鄱陽洞庭太湖 哎！
雅魯藏布最高位      河奔海聚世世輩
長江頭到長江尾      兄弟共飲長江水
黃河南到黃河北      華夏兒女那麼美
想飛回草原在那月光下面彈琴
身藏於大漠敦煌舞動我的金翎
盤棲在雲南大理最神秘的山林
你看那鳳凰終將飛出一個傳奇
揮毫提筆畫我山河
劍鋒千軔畫這巍峨
滔滔江水走筆龍蛇
我丹青不渝畫我中國
唐寅伯駒公望山人希夢   鋪長卷
屈原太白杜甫蘇軾陸游   詩百篇
你看這大江大河生生不息 多少年
你看這巍巍青山浩然之氣 天地間
開啟一副山河圖     唐宗宋祖來帶路
開啟一副山河圖     千年渺滄海一粟
開啟一副山河圖     兄弟姐妹跳起舞
開啟一副山河圖     百鳥朝鳳龍起舞
這山   萬壑千巖  連一川又一川
這河   星奔川鶩  結一灣又一灣
這圖   鸞回鳳舞  重巒高不可攀
潑墨   墨飽筆酣  潤我錦繡河山
最高點 日喀則 矗立喜馬拉雅巔
最東邊 下大雪 大雪飄在漠河邊
最西邊 憶狼煙 風在喀什轉個圈
最南邊 碧海天 龍騰出海浪滔天
這山
這河
這圖
潑墨
這山
這河
這圖
潑墨",能量爆發・搖滾帶感群,0.2463216,0.27407372,0.17680028,0.2784178,0.28742716,0.23489287,4
